678,NED,1984
679,ROU,2014
680,URS,1964
680,URS,1968
681,UGA,2012
682,UGA,1996
682,UGA,2000
683,CAN,2012
683,CAN,2016
684,EGY,1984
684,EGY,1988
685,ALG,2012
686,TUN,1976
687,TUN,2008
687,TUN,2012
688,SYR,1980
689,BEL,1956
689,BEL,1960
690,NED,2012
690,NED,2016
691,CMR,1988
692,AUS,1956
693,CIV,1964
694,UGA,1988
695,BRA,1988
696,BEL,1924
697,SWE,1920
698,NZL,1976
699,USA,1920
700,GBR,2004
701,GER,1996
702,GER,1998
702,GER,2002
702,GER,2006
703,NED,1968
704,BEL,1932
705,SUI,1988
705,SUI,1992
705,SUI,1994
706,SUI,1994
706,SUI,1998
706,SUI,2002
707,SLO,2000
708,MEX,1992
708,MEX,1996
709,CUB,1972
710,HON,2016
711,MEX,1936
712,ARG,1960
712,ARG,1964
713,ARG,1968
713,ARG,1972
714,CHI,1936
715,CHI,2016
716,ARG,2008
717,ECU,1984
718,MEX,1968
719,MEX,2008
719,MEX,2012
720,ESA,2016
721,VEN,2016
722,ARG,1952
723,CUB,2008
724,VEN,1980
725,VEN,2008
726,ARG,2016
727,URU,1948
727,URU,1952
728,GHA,1952
729,ITA,2008
730,GHA,1964
731,GHA,1968
731,GHA,1972
732,GHA,1964
733,HUN,1936
734,DEN,1948
734,DEN,1952
735,AUS,1960
736,CAN,2006
736,CAN,2010
737,USA,1996
737,USA,2000
737,USA,2004
737,USA,2008
737,USA,2012
738,VEN,2008
738,VEN,2012
739,URU,1972
740,MEX,1948
741,MEX,1996
742,ARG,2016
743,TKM,2016
744,HUN,1924
745,POL,1980
746,JPN,1932
746,JPN,1936
747,JPN,1936
748,JPN,2012
749,JPN,2004
750,JPN,2016
751,JPN,1992
752,JPN,2012
753,JPN,2014
754,NZL,1984
755,TUR,2000
755,TUR,2004
756,BRA,2004
757,FRA,1900
758,FRA,1900
759,SUD,2008
760,ROU,2016
761,MRI,2008
762,USA,1936
763,MEX,1988
764,CMR,2012
765,SEY,1992
766,TCH,1976
766,TCH,1980
767,GER,1908
767,GER,1912
768,SEY,1992
769,GER,2016
770,GBR,1992
770,GBR,2002
771,GDR,1972
771,GDR,1976
772,CAN,2006
773,EGY,1988
773,EGY,1992
774,LUX,1912
775,GER,1936
776,FRA,1912
777,FRA,1948
778,HUN,1912
779,KEN,1984
779,KEN,1988
779,KEN,1992
780,GER,2004
781,SUD,1996
782,MTN,1988
783,POL,1924
784,FRG,1988
785,POL,1992
786,POL,1972
786,POL,1976
